Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,54.353172,54.505634,51.761295,51.982365,28.585028,27097929
2007-01-04,51.151440,51.441120,49.649677,50.366257,27.696325,35752601
2007-01-05,50.846516,51.570717,50.366257,51.395382,28.262243,21196837
2007-01-08,51.913757,52.272045,51.151440,52.066219,28.631144,21997948
2007-01-09,51.075211,51.570717,50.625443,50.701675,27.880775,26330269
2007-01-10,50.312893,51.227673,49.085564,49.192287,27.050766,30872608
2007-01-11,48.407101,49.123680,46.951077,47.126411,25.914745,43260637
2007-01-12,47.629539,48.780636,47.484699,48.658665,26.757326,25158840
2007-01-16,48.696781,48.994083,47.644787,47.881104,26.329746,22196160
2007-01-17,47.804871,48.841621,47.804871,48.445217,26.639963,23623126
2007-01-18,48.826378,49.093185,47.583801,47.728642,26.245920,20948515
2007-01-19,48.025944,48.963593,47.995449,48.750145,26.807629,18354973
2007-01-22,49.093185,49.222778,48.125046,48.315624,26.568697,17610794
2007-01-23,48.681534,49.786896,48.536694,49.527706,27.235222,20757912
2007-01-24,49.550575,50.175674,49.131302,50.023212,27.507692,16555327
2007-01-25,50.023212,50.053703,48.727276,48.834000,26.853750,12395769
2007-01-26,49.138924,49.634430,48.856869,49.375244,27.151375,11096309
2007-01-29,49.512459,49.885998,49.138924,49.260895,27.088503,12873786
2007-01-30,49.497215,50.183300,49.359997,50.046082,27.520275,14656903
2007-01-31,49.992722,50.800774,49.664925,50.625443,27.838848,20985639
2007-02-01,50.846516,51.395382,50.572079,51.311527,28.216137,18305519
2007-02-02,51.342018,51.479237,50.709297,51.296280,28.207750,9122851
2007-02-05,51.380135,51.662193,50.983730,51.105701,28.102955,8588427
2007-02-06,51.593586,51.730801,50.495850,50.800774,27.935284,10935614
2007-02-07,50.953239,51.029469,50.137562,50.488228,27.763395,13050877
2007-02-08,50.472980,51.174313,50.015591,50.976109,28.031685,13042351
2007-02-09,51.075211,51.326775,50.716923,51.067585,28.081989,12404952
2007-02-12,50.389126,50.892254,50.084198,50.335762,27.679571,11896370
2007-02-13,50.427238,51.342018,50.427238,51.281036,28.199371,12818428
2007-02-14,51.258163,51.913757,51.227673,51.425877,28.279022,12464769
2007-02-15,51.136196,51.143818,50.137562,50.434864,27.903654,13664402
2007-02-16,50.168053,50.617821,50.122314,50.427238,27.899435,9262425
2007-02-20,50.015591,50.046082,49.565823,49.992722,27.659027,9518618
2007-02-21,49.939358,50.587326,49.299011,50.533966,27.958479,14115134
2007-02-22,50.533966,51.052341,50.007965,50.983730,28.207317,11803627
2007-02-23,51.281036,51.639324,51.151440,51.227673,28.342278,11579310
2007-02-26,51.524975,52.172943,51.425877,51.807034,28.662809,10336257
2007-02-27,50.998978,51.479237,48.795883,49.588692,27.435492,22189338
2007-02-28,49.931736,50.648312,49.283764,49.794518,27.549374,18449160
2007-03-01,49.481968,50.572079,48.994083,50.274776,27.815094,18910254
2007-03-02,50.076576,50.305271,49.177040,49.497215,27.384892,14175082
2007-03-05,48.872116,50.076576,48.658665,49.161797,27.199305,16213737
2007-03-06,49.573444,50.282398,49.466721,50.175674,27.760260,12598834
2007-03-07,50.175674,52.409264,50.091820,51.197182,28.325413,21467329
2007-03-08,51.685062,51.944248,51.250542,51.509731,28.498337,13201733
2007-03-09,51.959496,52.066219,51.403008,51.685062,28.595343,15994274
2007-03-12,51.075211,51.631699,50.922745,51.258163,28.359154,14047445
2007-03-13,51.143818,52.172943,50.739792,50.762661,28.085011,16996614
2007-03-14,51.029469,51.799412,50.213791,51.768917,28.641735,20495554
2007-03-15,51.456367,51.601208,50.663559,50.709297,28.055477,17054857
2007-03-16,50.701675,50.800774,49.687794,49.809765,27.557821,18978861
2007-03-19,50.053703,50.434864,49.634430,50.046082,27.688553,19416081
2007-03-20,50.244286,50.625443,49.527706,50.549210,27.966925,16360789
2007-03-21,50.678806,51.494484,50.503471,51.204803,28.329632,14972782
2007-03-22,51.433498,52.859032,51.433498,52.355900,28.966490,21206151
2007-03-23,52.752308,53.240189,52.371147,52.790421,29.206896,14397300
2007-03-26,52.988625,53.385029,52.576973,53.026741,29.337654,13499904
2007-03-27,52.836163,53.156334,52.599842,52.965755,29.303886,10996744
2007-03-28,53.301174,53.735695,51.532600,52.782799,29.202681,15348742
2007-03-29,53.202072,53.247810,52.493118,52.729435,29.173153,14241328
2007-03-30,52.432133,52.660828,51.837524,52.104336,28.827305,14176001
2007-04-02,52.226307,52.424511,51.685062,51.982365,28.759823,13252631
2007-04-03,51.563091,52.089088,51.227673,51.715553,28.612219,13470651
2007-04-04,51.441120,51.791786,50.793152,51.639324,28.570045,14998625
2007-04-05,51.593586,52.111961,51.342018,51.807034,28.662809,9081267
2007-04-09,51.090454,52.721813,50.495850,52.157700,28.856838,12707057
2007-04-10,52.355900,53.209698,52.355900,52.942886,29.291231,15897202
2007-04-11,53.171581,53.331665,52.615089,52.775173,29.198456,14216404
2007-04-12,53.125839,53.811928,52.630337,53.735695,29.729891,15600737
2007-04-13,53.750942,53.949142,53.232567,53.773811,29.750957,12914451
2007-04-16,53.941521,53.987259,53.255436,53.819550,29.776272,10367215
2007-04-17,53.903404,54.254070,53.385029,53.689957,29.704565,12064017
2007-04-18,53.308796,53.430767,52.958130,53.240189,29.455723,10414440
2007-04-19,52.798046,53.080101,52.477871,52.813290,29.219549,8786114
2007-04-20,53.400276,54.368416,52.881901,54.315056,30.050407,16229216
2007-04-23,54.086361,54.627605,53.659462,53.819550,29.776272,17301343
2007-04-24,53.468884,53.834797,52.904770,53.087727,29.371376,14245919
2007-04-25,53.270679,54.299809,52.630337,53.987259,29.869047,18387374
2007-04-26,53.194450,54.124477,53.194450,53.918652,29.831089,12953936
2007-04-27,53.667088,53.827171,52.965755,53.392651,29.540079,11577343
2007-04-30,53.095348,53.926273,52.698944,52.866653,29.249071,14266252
2007-05-01,52.836163,53.285927,52.394016,52.744682,29.181585,12722405
2007-05-02,52.759930,53.110596,52.371147,52.920013,29.278593,12135903
2007-05-03,52.729435,53.560360,52.584595,53.354534,29.519001,18584668
2007-05-04,53.468884,54.086361,53.285927,53.507000,29.603357,11104836
2007-05-07,53.324043,53.628971,52.942886,53.621346,29.666607,9066312
2007-05-08,53.385029,53.781433,53.026741,53.552738,29.628645,9688232
2007-05-09,53.407898,53.689957,52.813290,53.446014,29.569605,15474543
2007-05-10,53.522247,53.720448,52.371147,52.660828,29.135201,12943311
2007-05-11,52.904770,53.781433,52.904770,53.507000,29.603357,14257988
2007-05-14,53.507000,54.048244,53.507000,53.911026,29.826876,14010977
2007-05-15,53.682331,54.543751,53.682331,53.911026,29.826876,13104530
2007-05-16,54.078735,54.787689,53.857666,54.772446,30.303473,20797135
2007-05-17,54.520882,56.098877,54.124477,55.839687,31.071230,20607056
2007-05-18,56.083630,57.257599,55.450905,57.059395,31.749924,23021145
2007-05-21,57.547276,58.545914,57.364323,57.829334,32.178341,23177642
2007-05-22,57.173740,58.622143,57.173740,57.821712,32.174107,18116096
2007-05-23,58.134262,59.285358,58.126637,58.477303,32.538898,19036973
2007-05-24,58.393448,59.110027,56.922176,57.318581,31.894146,27765368
2007-05-25,57.745480,58.355331,57.486294,58.256229,32.415886,15270559
2007-05-29,58.149506,58.157131,56.922176,57.440552,31.962023,13853694
2007-05-30,57.150871,59.064285,57.105133,58.927071,32.789173,17119528
2007-05-31,59.171013,59.407330,58.637390,59.026173,32.844315,17746696
2007-06-01,59.392082,60.375469,59.361591,60.116283,33.450890,15130197
2007-06-04,60.131531,60.916718,59.849472,60.535557,33.684185,11614991
2007-06-05,60.291618,60.726135,59.956196,60.444080,33.633278,10026543
2007-06-06,59.940952,60.154400,59.346344,59.765617,33.255764,12944491
2007-06-07,59.712257,60.169647,58.774609,58.896576,32.772194,13287525
2007-06-08,58.477303,58.995678,58.088524,58.919449,32.784924,14432193
2007-06-11,59.079533,59.879967,58.728867,59.361591,33.030956,10085574
2007-06-12,59.346344,59.605534,58.736492,58.789852,32.712811,12539935
2007-06-13,58.934692,59.605534,58.927071,59.270111,32.980038,17689108
2007-06-14,59.712257,60.543182,59.460693,60.390717,33.603596,11042263
2007-06-15,60.977699,61.564686,60.688023,61.381729,34.155041,15666851
2007-06-18,61.534191,62.052567,61.457962,61.511322,34.227139,9902973
2007-06-19,61.206394,61.366482,60.817616,61.160656,34.032005,11506244
2007-06-20,61.297874,61.579933,59.536922,59.613155,33.170929,14220864
2007-06-21,60.162022,60.893848,59.841850,60.733761,33.794472,13560115
2007-06-22,60.672775,60.985325,59.582661,60.024807,33.399982,16291788
2007-06-25,59.651272,60.627037,59.315849,59.491184,33.103043,16821490
2007-06-26,59.765617,59.872341,57.410061,57.783596,32.152893,22542341
2007-06-27,56.998409,59.079533,56.823074,58.896576,32.772194,20131794
2007-06-28,59.110027,59.453068,58.340088,58.500172,32.551620,13105579
2007-06-29,59.445446,59.864719,59.026173,59.841850,33.298187,14610335
2007-07-02,60.139153,61.366482,60.131531,60.992947,33.938698,17804283
2007-07-03,60.741383,61.793381,60.688023,61.457962,34.197433,7178645
2007-07-05,61.534191,61.945843,60.886223,61.534191,34.239872,16047139
2007-07-06,61.900105,62.296509,61.671410,61.778133,34.375580,10261616
2007-07-09,61.861988,64.591080,61.732395,64.072708,35.652386,23530382
2007-07-10,63.920242,66.222443,63.539085,64.126068,35.682064,29525923
2007-07-11,64.552963,65.734558,64.476730,65.246674,36.305614,23350929
2007-07-12,65.826035,67.579361,65.246674,67.571739,37.599388,23512673
2007-07-13,68.151100,69.248833,67.083855,68.738083,38.248363,18268920
2007-07-16,68.303566,68.699966,65.315285,66.420639,36.958862,33744512
2007-07-17,66.893280,67.388786,65.284790,65.543976,36.471054,18855946
2007-07-18,65.162819,66.740814,65.147575,66.626465,37.073383,17864101
2007-07-19,67.015251,67.419273,66.542610,66.595978,37.056435,12353136
2007-07-20,66.397774,66.458755,65.277168,65.787918,36.606796,15357268
2007-07-23,65.704063,65.734558,64.049835,65.277168,36.322575,15912287
2007-07-24,64.865517,64.896011,62.387985,62.761520,34.922783,20865085
2007-07-25,62.959724,64.758789,61.968712,64.255661,35.754185,19029890
2007-07-26,63.279896,64.019348,60.375469,62.365116,34.702221,24674133
2007-07-27,61.762890,62.471844,60.276371,60.832863,34.020107,22963557
2007-07-30,61.366482,62.319378,60.619411,62.044945,34.697956,15877656
2007-07-31,62.830132,63.180798,61.496078,61.625671,34.463470,16410899
2007-08-01,61.092049,62.952103,59.735126,61.557060,34.425125,21978140
